REGION_NAME,LW_B,LENGTH_CONVERSION_FACTOR,LMAX,LATITUDE,LONGITUDE,OBS_YEAR,SITEVISITID,DATE_,HABITAT_CODE,REPLICATEID,COMMONNAME,GENUS,SCIENTIFIC_NAME,MAX_HEIGHT,COMPLEXITY,SUBSTRATE_HEIGHT_0,SUBSTRATE_HEIGHT_20,SUBSTRATE_HEIGHT_50,SUBSTRATE_HEIGHT_100,SUBSTRATE_HEIGHT_150,OTHERBENTHIC,TAXONNAME,DEPTH,HARD_CORAL,MA,TA,CCA,SAND,OTHER,TRAINING_YN,OBS_TYPE,TROPHIC_MONREP,TROPHIC,ISLAND,SITE,REEF_ZONE,DEPTH_BIN,DIVER,REP,METHOD,SPECIES,COUNT,SIZE_,FAMILY,COMMONFAMILYALL,LW_A
NWHI,3.175,0.89,9,26.095983,-173.93574,2024,57084,17-Sep-24,APS,2000001015,Hawaiian bicolor chromis,Chromis,Chromis hanui,1.8,,,,,,,,Chromis hanui,26.8224,,,,,,,0,I,PLANKTIVORE,Pk,Lisianski,LIS-4620,,,ARG,A,nSPC,CHHA,1,5,Pomacentridae,Damselfish,0.0229
NWHI,2.7027027,1,50,26.095983,-173.93574,2024,57084,17-Sep-24,APS,2000001015,Guineafowl puffer,Arothron,Arothron meleagris,1.8,,,,,,,,Arothron meleagris,26.8224,,,,,,,0,I,SECONDARY,Cor,Lisianski,LIS-4620,,,ARG,A,nSPC,ARME,1,31,Tetraodontidae,Pufferfish,0.40816326
NWHI,3,1,46,26.081664,-173.907817,2024,57081,17-Sep-24,APS,2000001014,Ringtail maori wrasse,Oxycheilinus,Oxycheilinus unifasciatus,3,,,,,,,,Oxycheilinus unifasciatus,25.6032,,,,,,,0,I,PISCIVORE,Pisc,Lisianski,LIS-4554,,,PT,A,nSPC,OXUN,1,8,Labridae,Wrasse,0.01689
NWHI,2.822,1,14,26.095983,-173.93574,2024,57084,17-Sep-24,APS,2000001015,Crowned puffer,Canthigaster,Canthigaster coronata,1.8,,,,,,,,Canthigaster coronata,26.8224,,,,,,,0,I,PRIMARY,H,Lisianski,LIS-4620,,,ARG,A,nSPC,CACO,1,9,Tetraodontidae,Pufferfish,0.0424
NWHI,3.0602,1,40,26.095983,-173.93574,2024,57084,17-Sep-24,APS,2000001015,Yellowstripe goatfish,Mulloidichthys,Mulloidichthys flavolineatus,1.8,,,,,,,,Mulloidichthys flavolineatus,26.8224,,,,,,,0,T,SECONDARY,MI,Lisianski,LIS-4620,,,ARG,A,nSPC,MUFL,9,17,Mullidae,Goatfish,0.0089
NWHI,3.175,0.88,19,26.081664,-173.907817,2024,57081,17-Sep-24,APS,2000001014,Hawaiian chromis,Chromis,Chromis ovalis,3,,,,,,,,Chromis ovalis,25.6032,,,,,,,0,I,PLANKTIVORE,Pk,Lisianski,LIS-4554,,,PT,A,nSPC,CHOV,5,3,Pomacentridae,Damselfish,0.0229
NWHI,2.96931,1,40,26.095983,-173.93574,2024,57084,17-Sep-24,APS,2000001015,Daisy parrotfish,Chlorurus,Chlorurus spilurus,1.8,,,,,,,,Chlorurus spilurus,26.8224,,,,,,,0,T,PRIMARY,H,Lisianski,LIS-4620,,,ARG,A,nSPC,CHSL,1,20,Scaridae,Parrotfish,0.02431
NWHI,3,1,62,26.095983,-173.93574,2024,57084,17-Sep-24,APS,2000001015,Spectacled parrotfish,Chlorurus,Chlorurus perspicillatus,1.8,,,,,,,,Chlorurus perspicillatus,26.8224,,,,,,,0,T,PRIMARY,H,Lisianski,LIS-4620,,,ARG,A,nSPC,CHPE,1,31,Scaridae,Parrotfish,0.0204
NWHI,2.96931,1,40,26.04005,-173.865065,2024,57082,17-Sep-24,AGR,2000001013,Daisy parrotfish,Chlorurus,Chlorurus spilurus,2.5,,,,,,,,Chlorurus spilurus,27.432,,,,,,,0,I,PRIMARY,H,Lisianski,LIS-4540,,,SRL,A,nSPC,CHSL,5,12,Scaridae,Parrotfish,0.02431
NWHI,2.971,0.97,38,26.095983,-173.93574,2024,57084,17-Sep-24,APS,2000001018,Regal parrot,Scarus,Scarus dubius,2,,,,,,,,Scarus dubius,25.908,,,,,,,0,I,PRIMARY,H,Lisianski,LIS-4620,,,MP1,A,nSPC,SCDU,2,11,Scaridae,Parrotfish,0.0222
NWHI,3.132,0.89,25,26.081664,-173.907817,2024,57081,17-Sep-24,APS,2000001014,Green damselfish,Abudefduf,Abudefduf abdominalis,3,,,,,,,,Abudefduf abdominalis,25.6032,,,,,,,0,I,PLANKTIVORE,Pk,Lisianski,LIS-4554,,,PT,A,nSPC,ABAB,2,12,Pomacentridae,Damselfish,0.0226
NWHI,3,1,62,26.04005,-173.865065,2024,57082,17-Sep-24,AGR,2000001013,Spectacled parrotfish,Chlorurus,Chlorurus perspicillatus,2.5,,,,,,,,Chlorurus perspicillatus,27.432,,,,,,,0,I,PRIMARY,H,Lisianski,LIS-4540,,,SRL,A,nSPC,CHPE,1,27,Scaridae,Parrotfish,0.0204
NWHI,3,1,62,26.04005,-173.865065,2024,57082,17-Sep-24,AGR,2000001013,Spectacled parrotfish,Chlorurus,Chlorurus perspicillatus,2.5,,,,,,,,Chlorurus perspicillatus,27.432,,,,,,,0,I,PRIMARY,H,Lisianski,LIS-4540,,,SRL,A,nSPC,CHPE,1,22,Scaridae,Parrotfish,0.0204
NWHI,2.56968,0.87,27,26.04005,-173.865065,2024,57082,17-Sep-24,AGR,2000001013,Convict surgeonfish,Acanthurus,Acanthurus triostegus,2.5,,,,,,,,Acanthurus triostegus,27.432,,,,,,,0,I,PRIMARY,H,Lisianski,LIS-4540,,,SRL,A,nSPC,ACTR,2,14,Acanthuridae,Surgeonfish,0.08306
NWHI,2.9895,1,16,26.095983,-173.93574,2024,57084,17-Sep-24,APS,2000001018,Millet butterflyfish,Chaetodon,Chaetodon miliaris,2,,,,,,,,Chaetodon miliaris,25.908,,,,,,,0,I,PLANKTIVORE,Pk,Lisianski,LIS-4620,,,MP1,A,nSPC,CHMI,2,8,Chaetodontidae,Butterflyfish,0.0296
NWHI,3,1,33,26.095983,-173.93574,2024,57084,17-Sep-24,APS,2000001018,Sidespot goatfish,Parupeneus,Parupeneus pleurostigma,2,,,,,,,,Parupeneus pleurostigma,25.908,,,,,,,0,I,SECONDARY,MI,Lisianski,LIS-4620,,,MP1,A,nSPC,PAPL,2,9,Mullidae,Goatfish,0.0119
NWHI,3.175,0.89,9,26.095983,-173.93574,2024,57084,17-Sep-24,APS,2000001018,Hawaiian bicolor chromis,Chromis,Chromis hanui,2,,,,,,,,Chromis hanui,25.908,,,,,,,0,I,PLANKTIVORE,Pk,Lisianski,LIS-4620,,,MP1,A,nSPC,CHHA,4,5,Pomacentridae,Damselfish,0.0229
NWHI,2.577,1,12.7,26.095983,-173.93574,2024,57084,17-Sep-24,APS,2000001018,Russet angelfish,Centropyge,Centropyge potteri,2,,,,,,,,Centropyge potteri,25.908,,,,,,,0,I,PRIMARY,H,Lisianski,LIS-4620,,,MP1,A,nSPC,CEPO,1,12,Pomacanthidae,Angelfish,0.0745
NWHI,2.56968,0.87,27,26.087666,-173.967927,2024,57085,17-Sep-24,AGR,2000001019,Convict surgeonfish,Acanthurus,Acanthurus triostegus,2,,,,,,,,Acanthurus triostegus,12.192,,,,,,,0,I,PRIMARY,H,Lisianski,LIS-4628,,,AH2,A,nSPC,ACTR,1,11,Acanthuridae,Surgeonfish,0.08306
NWHI,3,1,24,26.087666,-173.967927,2024,57085,17-Sep-24,AGR,2000001019,Spotted surgeonfish,Ctenochaetus,Ctenochaetus strigosus,2,,,,,,,,Ctenochaetus strigosus,12.192,,,,,,,0,I,PRIMARY,H,Lisianski,LIS-4628,,,AH2,A,nSPC,CTST,1,3,Acanthuridae,Surgeonfish,0.022
NWHI,3.21082,0.9,38,26.081664,-173.907817,2024,57081,17-Sep-24,APS,2000001014,Manybar goatfish,Parupeneus,Parupeneus multifasciatus,3,,,,,,,,Parupeneus multifasciatus,25.6032,,,,,,,0,T,SECONDARY,MI,Lisianski,LIS-4554,,,PT,A,nSPC,PAMU,1,8,Mullidae,Goatfish,0.01136
NWHI,3.03193,0.93,43,26.087666,-173.967927,2024,57085,17-Sep-24,AGR,2000001019,Ringtail surgeonfish,Acanthurus,Acanthurus blochii,2,,,,,,,,Acanthurus blochii,12.192,,,,,,,0,I,PRIMARY,H,Lisianski,LIS-4628,,,AH2,A,nSPC,ACBL,1,13,Acanthuridae,Surgeonfish,0.02506
NWHI,3.0494,1,48,26.087666,-173.967927,2024,57085,17-Sep-24,AGR,2000001019,Orange goatfish,Mulloidichthys,Mulloidichthys pfluegeri,2,,,,,,,,Mulloidichthys pfluegeri,12.192,,,,,,,0,I,SECONDARY,MI,Lisianski,LIS-4628,,,AH2,A,nSPC,MUPF,1,8,Mullidae,Goatfish,0.0126
NWHI,3.097,0.9,26,26.087666,-173.967927,2024,57085,17-Sep-24,AGR,2000001019,Saddle wrasse,Thalassoma,Thalassoma duperrey,2,,,,,,,,Thalassoma duperrey,12.192,,,,,,,0,I,SECONDARY,MI,Lisianski,LIS-4628,,,AH2,A,nSPC,THDU,1,15,Labridae,Wrasse,0.0123
NWHI,3.097,0.9,26,26.087666,-173.967927,2024,57085,17-Sep-24,AGR,2000001019,Saddle wrasse,Thalassoma,Thalassoma duperrey,2,,,,,,,,Thalassoma duperrey,12.192,,,,,,,0,I,SECONDARY,MI,Lisianski,LIS-4628,,,AH2,A,nSPC,THDU,2,6,Labridae,Wrasse,0.0123
NWHI,2.822,1,9,26.087666,-173.967927,2024,57085,17-Sep-24,AGR,2000001019,Hawaiian whitespotted toby,Canthigaster,Canthigaster jactator,2,,,,,,,,Canthigaster jactator,12.192,,,,,,,0,I,PRIMARY,H,Lisianski,LIS-4628,,,AH2,A,nSPC,CAJA,1,2,Tetraodontidae,Pufferfish,0.0424
NWHI,3.02223,0.89,63,26.094853,-173.920757,2024,57083,17-Sep-24,AGR,2000001020,Humpnose big-eye bream,Monotaxis,Monotaxis grandoculis,1,,,,,,,,Monotaxis grandoculis,25.2984,,,,,,,0,I,SECONDARY,MI,Lisianski,LIS-4512,,,PT,A,nSPC,MOGR,1,15,Lethrinidae,Emperor,0.02296
NWHI,2.88627,0.9,112,25.956196,-173.945372,2024,57106,18-Sep-24,AGR,2000001021,Green jobfish,Aprion,Aprion virescens,3,,,,,,,,Aprion virescens,11.2776,,,,,,,0,I,PISCIVORE,Pisc,Lisianski,LIS-4585,,,AH2,A,nSPC,APVI,1,60,Lutjanidae,Snapper,0.02297
NWHI,3.34393,0.8,213,25.956196,-173.945372,2024,57106,18-Sep-24,AGR,2000001021,Whitetip reef shark,Triaenodon,Triaenodon obesus,3,,,,,,,,Triaenodon obesus,11.2776,,,,,,,0,I,PISCIVORE,Pisc,Lisianski,LIS-4585,,,AH2,A,nSPC,TROB,1,100,Carcharhinidae,Requiem,0.0018
NWHI,3.02223,0.89,63,25.956196,-173.945372,2024,57106,18-Sep-24,AGR,2000001021,Humpnose big-eye bream,Monotaxis,Monotaxis grandoculis,3,,,,,,,,Monotaxis grandoculis,11.2776,,,,,,,0,I,SECONDARY,MI,Lisianski,LIS-4585,,,AH2,A,nSPC,MOGR,1,45,Lethrinidae,Emperor,0.02296
NWHI,3.02223,0.89,63,25.956196,-173.945372,2024,57106,18-Sep-24,AGR,2000001021,Humpnose big-eye bream,Monotaxis,Monotaxis grandoculis,3,,,,,,,,Monotaxis grandoculis,11.2776,,,,,,,0,I,SECONDARY,MI,Lisianski,LIS-4585,,,AH2,A,nSPC,MOGR,3,20,Lethrinidae,Emperor,0.02296
NWHI,2.971,0.97,38,25.956196,-173.945372,2024,57106,18-Sep-24,AGR,2000001021,Regal parrot,Scarus,Scarus dubius,3,,,,,,,,Scarus dubius,11.2776,,,,,,,0,I,PRIMARY,H,Lisianski,LIS-4585,,,AH2,A,nSPC,SCDU,1,10,Scaridae,Parrotfish,0.0222
NWHI,3.31871,0.97,33,25.956196,-173.945372,2024,57106,18-Sep-24,AGR,2000001021,Common parrotfish,Scarus,Scarus psittacus,3,,,,,,,,Scarus psittacus,11.2776,,,,,,,0,I,PRIMARY,H,Lisianski,LIS-4585,,,AH2,A,nSPC,SCPS,1,12,Scaridae,Parrotfish,0.01045
NWHI,2.96931,1,40,25.956196,-173.945372,2024,57106,18-Sep-24,AGR,2000001021,Daisy parrotfish,Chlorurus,Chlorurus spilurus,3,,,,,,,,Chlorurus spilurus,11.2776,,,,,,,0,I,PRIMARY,H,Lisianski,LIS-4585,,,AH2,A,nSPC,CHSL,2,15,Scaridae,Parrotfish,0.02431
NWHI,3,1,24,25.956196,-173.945372,2024,57106,18-Sep-24,AGR,2000001021,Spotted surgeonfish,Ctenochaetus,Ctenochaetus strigosus,3,,,,,,,,Ctenochaetus strigosus,11.2776,,,,,,,0,I,PRIMARY,H,Lisianski,LIS-4585,,,AH2,A,nSPC,CTST,5,10,Acanthuridae,Surgeonfish,0.022
NWHI,3,1,22,25.956196,-173.945372,2024,57106,18-Sep-24,AGR,2000001021,Longnose butterfly fish,Forcipiger,Forcipiger flavissimus,3,,,,,,,,Forcipiger flavissimus,11.2776,,,,,,,0,I,SECONDARY,SI,Lisianski,LIS-4585,,,AH2,A,nSPC,FOFL,1,8,Chaetodontidae,Butterflyfish,0.0125
NWHI,2.88627,0.9,112,25.914003,-173.813673,2024,57103,18-Sep-24,PAV,2000001022,Green jobfish,Aprion,Aprion virescens,0.1,,,,,,,,Aprion virescens,28.3464,,,,,,,0,I,PISCIVORE,Pisc,Lisianski,LIS-4568,,,MP1,A,nSPC,APVI,1,75,Lutjanidae,Snapper,0.02297
NWHI,2.974,0.89,117,26.087666,-173.967927,2024,57085,17-Sep-24,AGR,2000001007,Bluefin trevally,Caranx,Caranx melampygus,5,,,,,,,,Caranx melampygus,12.8016,,,,,,,0,N,PISCIVORE,Pisc,Lisianski,LIS-4628,,,HYW,A,nSPC,CAME,2,30,Carangidae,Jack,0.02866
NWHI,2.974,0.89,117,26.087666,-173.967927,2024,57085,17-Sep-24,AGR,2000001007,Bluefin trevally,Caranx,Caranx melampygus,5,,,,,,,,Caranx melampygus,12.8016,,,,,,,0,N,PISCIVORE,Pisc,Lisianski,LIS-4628,,,HYW,A,nSPC,CAME,2,45,Carangidae,Jack,0.02866
NWHI,2.88627,0.9,112,26.087666,-173.967927,2024,57085,17-Sep-24,AGR,2000001007,Green jobfish,Aprion,Aprion virescens,5,,,,,,,,Aprion virescens,12.8016,,,,,,,0,N,PISCIVORE,Pisc,Lisianski,LIS-4628,,,HYW,A,nSPC,APVI,1,58,Lutjanidae,Snapper,0.02297
NWHI,3.34393,0.8,213,26.087666,-173.967927,2024,57085,17-Sep-24,AGR,2000001007,Whitetip reef shark,Triaenodon,Triaenodon obesus,5,,,,,,,,Triaenodon obesus,12.8016,,,,,,,0,N,PISCIVORE,Pisc,Lisianski,LIS-4628,,,HYW,A,nSPC,TROB,1,110,Carcharhinidae,Requiem,0.0018
NWHI,3.167,1,54,26.087666,-173.967927,2024,57085,17-Sep-24,AGR,2000001007,Carolines parrotfish,Calotomus,Calotomus carolinus,5,,,,,,,,Calotomus carolinus,12.8016,,,,,,,0,N,PRIMARY,H,Lisianski,LIS-4628,,,HYW,A,nSPC,CACA,1,27,Scaridae,Parrotfish,0.0122
NWHI,2.9435,1,25,26.087666,-173.967927,2024,57085,17-Sep-24,AGR,2000001007,Bluelined surgeonfish,Acanthurus,Acanthurus nigroris,5,,,,,,,,Acanthurus nigroris,12.8016,,,,,,,0,I,PRIMARY,H,Lisianski,LIS-4628,,,HYW,A,nSPC,ACNR,2,17,Acanthuridae,Surgeonfish,0.021
NWHI,3.097,0.9,26,26.087666,-173.967927,2024,57085,17-Sep-24,AGR,2000001007,Saddle wrasse,Thalassoma,Thalassoma duperrey,5,,,,,,,,Thalassoma duperrey,12.8016,,,,,,,0,I,SECONDARY,MI,Lisianski,LIS-4628,,,HYW,A,nSPC,THDU,6,5,Labridae,Wrasse,0.0123
NWHI,3,1,15,26.087666,-173.967927,2024,57085,17-Sep-24,AGR,2000001007,Ornamented wrasse,Halichoeres,Halichoeres ornatissimus,5,,,,,,,,Halichoeres ornatissimus,12.8016,,,,,,,0,I,SECONDARY,MI,Lisianski,LIS-4628,,,HYW,A,nSPC,HAOR,1,7,Labridae,Wrasse,0.0133
NWHI,2.577,1,12.7,26.087666,-173.967927,2024,57085,17-Sep-24,AGR,2000001007,Russet angelfish,Centropyge,Centropyge potteri,5,,,,,,,,Centropyge potteri,12.8016,,,,,,,0,I,PRIMARY,H,Lisianski,LIS-4628,,,HYW,A,nSPC,CEPO,1,6,Pomacanthidae,Angelfish,0.0745
NWHI,3.132,0.89,25,26.087666,-173.967927,2024,57085,17-Sep-24,AGR,2000001007,Green damselfish,Abudefduf,Abudefduf abdominalis,5,,,,,,,,Abudefduf abdominalis,12.8016,,,,,,,0,I,PLANKTIVORE,Pk,Lisianski,LIS-4628,,,HYW,A,nSPC,ABAB,1,13,Pomacentridae,Damselfish,0.0226
NWHI,3.36990999,0.96,20,26.087666,-173.967927,2024,57085,17-Sep-24,AGR,2000001007,Moorish idol,Zanclus,Zanclus cornutus,5,,,,,,,,Zanclus cornutus,12.8016,,,,,,,0,I,SECONDARY,SI,Lisianski,LIS-4628,,,HYW,A,nSPC,ZACO,1,14,Zanclidae,Moorish idol,0.0147
NWHI,2.822,1,9,26.087666,-173.967927,2024,57085,17-Sep-24,AGR,2000001007,Hawaiian whitespotted toby,Canthigaster,Canthigaster jactator,5,,,,,,,,Canthigaster jactator,12.8016,,,,,,,0,I,PRIMARY,H,Lisianski,LIS-4628,,,HYW,A,nSPC,CAJA,2,5,Tetraodontidae,Pufferfish,0.0424
NWHI,2.822,1,9,26.087666,-173.967927,2024,57085,17-Sep-24,AGR,2000001007,Hawaiian whitespotted toby,Canthigaster,Canthigaster jactator,5,,,,,,,,Canthigaster jactator,12.8016,,,,,,,0,I,PRIMARY,H,Lisianski,LIS-4628,,,HYW,A,nSPC,CAJA,1,4,Tetraodontidae,Pufferfish,0.0424
NWHI,3,1,70,26.087666,-173.967927,2024,57085,17-Sep-24,AGR,2000001007,Small toothed jobfish,Aphareus,Aphareus furca,5,,,,,,,,Aphareus furca,12.8016,,,,,,,0,F,PISCIVORE,Pisc,Lisianski,LIS-4628,,,HYW,A,nSPC,APFU,1,38,Lutjanidae,Snapper,0.0105
NWHI,2.82943,1,23,26.078335,-173.928127,2024,57086,17-Sep-24,AGR,2000001011,Threadfin butterflyfish,Chaetodon,Chaetodon auriga,0.9,,,,,,,,Chaetodon auriga,11.2776,,,,,,,0,I,SECONDARY,SI,Lisianski,LIS-4630,,,ARG,A,nSPC,CHAU,2,12,Chaetodontidae,Butterflyfish,0.0404
NWHI,3,1,50,26.078335,-173.928127,2024,57086,17-Sep-24,AGR,2000001011,Goldsaddle goatfish,Parupeneus,Parupeneus cyclostomus,0.9,,,,,,,,Parupeneus cyclostomus,11.2776,,,,,,,0,I,PISCIVORE,Pisc,Lisianski,LIS-4630,,,ARG,A,nSPC,PACY,2,11,Mullidae,Goatfish,0.0124
NWHI,3.097,0.9,26,26.078335,-173.928127,2024,57086,17-Sep-24,AGR,2000001011,Saddle wrasse,Thalassoma,Thalassoma duperrey,0.9,,,,,,,,Thalassoma duperrey,11.2776,,,,,,,0,I,SECONDARY,MI,Lisianski,LIS-4630,,,ARG,A,nSPC,THDU,4,10,Labridae,Wrasse,0.0123
NWHI,3,1,15,26.078335,-173.928127,2024,57086,17-Sep-24,AGR,2000001011,Belted wrasse,Stethojulis,Stethojulis balteata,0.9,,,,,,,,Stethojulis balteata,11.2776,,,,,,,0,I,SECONDARY,MI,Lisianski,LIS-4630,,,ARG,A,nSPC,STBA,1,14,Labridae,Wrasse,0.015
NWHI,3,1,15,26.078335,-173.928127,2024,57086,17-Sep-24,AGR,2000001011,Belted wrasse,Stethojulis,Stethojulis balteata,0.9,,,,,,,,Stethojulis balteata,11.2776,,,,,,,0,I,SECONDARY,MI,Lisianski,LIS-4630,,,ARG,A,nSPC,STBA,1,9,Labridae,Wrasse,0.015
NWHI,2.70269,1,32,26.078335,-173.928127,2024,57086,17-Sep-24,AGR,2000001011,Bird wrasse,Gomphosus,Gomphosus varius,0.9,,,,,,,,Gomphosus varius,11.2776,,,,,,,0,I,SECONDARY,MI,Lisianski,LIS-4630,,,ARG,A,nSPC,GOVA,1,10,Labridae,Wrasse,0.02437
NWHI,2.635,1,12,26.078335,-173.928127,2024,57086,17-Sep-24,AGR,2000001011,Johnston Island damsel,Plectroglyphidodon,Plectroglyphidodon johnstonianus,0.9,,,,,,,,Plectroglyphidodon johnstonianus,11.2776,,,,,,,0,I,SECONDARY,Cor,Lisianski,LIS-4630,,,ARG,A,nSPC,PLJO,2,5,Pomacentridae,Damselfish,0.0612
NWHI,2.635,1,12,26.078335,-173.928127,2024,57086,17-Sep-24,AGR,2000001011,Johnston Island damsel,Plectroglyphidodon,Plectroglyphidodon johnstonianus,0.9,,,,,,,,Plectroglyphidodon johnstonianus,11.2776,,,,,,,0,I,SECONDARY,Cor,Lisianski,LIS-4630,,,ARG,A,nSPC,PLJO,3,8,Pomacentridae,Damselfish,0.0612
NWHI,3,1,24,26.078335,-173.928127,2024,57086,17-Sep-24,AGR,2000001012,Spotted surgeonfish,Ctenochaetus,Ctenochaetus strigosus,1.8,,,,,,,,Ctenochaetus strigosus,12.192,,,,,,,0,I,PRIMARY,H,Lisianski,LIS-4630,,,MP1,A,nSPC,CTST,1,4,Acanthuridae,Surgeonfish,0.022
NWHI,2.822,1,9,26.078335,-173.928127,2024,57086,17-Sep-24,AGR,2000001011,Hawaiian whitespotted toby,Canthigaster,Canthigaster jactator,0.9,,,,,,,,Canthigaster jactator,11.2776,,,,,,,0,I,PRIMARY,H,Lisianski,LIS-4630,,,ARG,A,nSPC,CAJA,1,4,Tetraodontidae,Pufferfish,0.0424
NWHI,3.02837,0.91,23,26.078335,-173.928127,2024,57086,17-Sep-24,AGR,2000001012,Brown surgeonfish,Acanthurus,Acanthurus nigrofuscus,1.8,,,,,,,,Acanthurus nigrofuscus,12.192,,,,,,,0,I,PRIMARY,H,Lisianski,LIS-4630,,,MP1,A,nSPC,ACNF,1,10,Acanthuridae,Surgeonfish,0.02637
NWHI,3.35,1,240,26.078335,-173.928127,2024,57086,17-Sep-24,AGR,2000001011,Yellow-edged moray,Gymnothorax,Gymnothorax flavimarginatus,0.9,,,,,,,,Gymnothorax flavimarginatus,11.2776,,,,,,,0,I,PISCIVORE,Pisc,Lisianski,LIS-4630,,,ARG,A,nSPC,GYFL,1,45,Muraenidae,Moray,0.0004
NWHI,3.132,0.89,25,26.078335,-173.928127,2024,57086,17-Sep-24,AGR,2000001011,Green damselfish,Abudefduf,Abudefduf abdominalis,0.9,,,,,,,,Abudefduf abdominalis,11.2776,,,,,,,0,F,PLANKTIVORE,Pk,Lisianski,LIS-4630,,,ARG,A,nSPC,ABAB,4,11,Pomacentridae,Damselfish,0.0226
NWHI,3,1,46,26.078335,-173.928127,2024,57086,17-Sep-24,AGR,2000001011,Ringtail maori wrasse,Oxycheilinus,Oxycheilinus unifasciatus,0.9,,,,,,,,Oxycheilinus unifasciatus,11.2776,,,,,,,0,F,PISCIVORE,Pisc,Lisianski,LIS-4630,,,ARG,A,nSPC,OXUN,1,14,Labridae,Wrasse,0.01689
NWHI,3.097,0.9,26,26.078335,-173.928127,2024,57086,17-Sep-24,AGR,2000001012,Saddle wrasse,Thalassoma,Thalassoma duperrey,1.8,,,,,,,,Thalassoma duperrey,12.192,,,,,,,0,I,SECONDARY,MI,Lisianski,LIS-4630,,,MP1,A,nSPC,THDU,1,6,Labridae,Wrasse,0.0123
NWHI,3.34393,0.8,213,26.081664,-173.907817,2024,57081,17-Sep-24,APS,2000001014,Whitetip reef shark,Triaenodon,Triaenodon obesus,3,,,,,,,,Triaenodon obesus,25.6032,,,,,,,0,N,PISCIVORE,Pisc,Lisianski,LIS-4554,,,PT,A,nSPC,TROB,1,130,Carcharhinidae,Requiem,0.0018
NWHI,2.9109,1,11,26.078335,-173.928127,2024,57086,17-Sep-24,AGR,2000001012,Hawaiian gregory,Stegastes,Stegastes marginatus,1.8,,,,,,,,Stegastes marginatus,12.192,,,,,,,0,I,PRIMARY,H,Lisianski,LIS-4630,,,MP1,A,nSPC,STMA,2,6,Pomacentridae,Damselfish,0.0349
NWHI,3.05,1,55,26.095983,-173.93574,2024,57084,17-Sep-24,APS,2000001015,Hawaiian Hogfish,Bodianus,Bodianus albotaeniatus,1.8,,,,,,,,Bodianus albotaeniatus,26.8224,,,,,,,0,I,SECONDARY,MI,Lisianski,LIS-4620,,,ARG,A,nSPC,BOAL,1,24,Labridae,Wrasse,0.01202
NWHI,2.9109,1,11,26.078335,-173.928127,2024,57086,17-Sep-24,AGR,2000001012,Hawaiian gregory,Stegastes,Stegastes marginatus,1.8,,,,,,,,Stegastes marginatus,12.192,,,,,,,0,I,PRIMARY,H,Lisianski,LIS-4630,,,MP1,A,nSPC,STMA,10,8,Pomacentridae,Damselfish,0.0349
NWHI,2.96931,1,40,26.081664,-173.907817,2024,57081,17-Sep-24,APS,2000001014,Daisy parrotfish,Chlorurus,Chlorurus spilurus,3,,,,,,,,Chlorurus spilurus,25.6032,,,,,,,0,N,PRIMARY,H,Lisianski,LIS-4554,,,PT,A,nSPC,CHSL,1,12,Scaridae,Parrotfish,0.02431
NWHI,2.96931,1,40,26.081664,-173.907817,2024,57081,17-Sep-24,APS,2000001014,Daisy parrotfish,Chlorurus,Chlorurus spilurus,3,,,,,,,,Chlorurus spilurus,25.6032,,,,,,,0,N,PRIMARY,H,Lisianski,LIS-4554,,,PT,A,nSPC,CHSL,1,13,Scaridae,Parrotfish,0.02431
NWHI,2.971,0.97,38,26.095983,-173.93574,2024,57084,17-Sep-24,APS,2000001015,Regal parrot,Scarus,Scarus dubius,1.8,,,,,,,,Scarus dubius,26.8224,,,,,,,0,I,PRIMARY,H,Lisianski,LIS-4620,,,ARG,A,nSPC,SCDU,1,15,Scaridae,Parrotfish,0.0222
NWHI,2.96931,1,40,26.081664,-173.907817,2024,57081,17-Sep-24,APS,2000001014,Daisy parrotfish,Chlorurus,Chlorurus spilurus,3,,,,,,,,Chlorurus spilurus,25.6032,,,,,,,0,N,PRIMARY,H,Lisianski,LIS-4554,,,PT,A,nSPC,CHSL,2,15,Scaridae,Parrotfish,0.02431
NWHI,2.56968,0.87,27,26.095983,-173.93574,2024,57084,17-Sep-24,APS,2000001015,Convict surgeonfish,Acanthurus,Acanthurus triostegus,1.8,,,,,,,,Acanthurus triostegus,26.8224,,,,,,,0,I,PRIMARY,H,Lisianski,LIS-4620,,,ARG,A,nSPC,ACTR,1,12,Acanthuridae,Surgeonfish,0.08306
NWHI,2.56968,0.87,27,26.081664,-173.907817,2024,57081,17-Sep-24,APS,2000001014,Convict surgeonfish,Acanthurus,Acanthurus triostegus,3,,,,,,,,Acanthurus triostegus,25.6032,,,,,,,0,I,PRIMARY,H,Lisianski,LIS-4554,,,PT,A,nSPC,ACTR,1,15,Acanthuridae,Surgeonfish,0.08306
NWHI,3.175,0.88,19,26.081664,-173.907817,2024,57081,17-Sep-24,APS,2000001014,Hawaiian chromis,Chromis,Chromis ovalis,3,,,,,,,,Chromis ovalis,25.6032,,,,,,,0,I,PLANKTIVORE,Pk,Lisianski,LIS-4554,,,PT,A,nSPC,CHOV,10,5,Pomacentridae,Damselfish,0.0229
